"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"New Mexico"	"35"	"2006"	"2006"	"15-19 years"	"15-19"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2006"	"2006"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2006"	"2006"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	22
	"New Mexico"	"35"	"2006"	"2006"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2006"	"2006"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2006"	"2006"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	18
	"New Mexico"	"35"	"2006"	"2006"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2006"	"2006"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	28
	"New Mexico"	"35"	"2006"	"2006"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2006"	"2006"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2006"	"2006"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	30
	"New Mexico"	"35"	"2006"	"2006"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	46
	"New Mexico"	"35"	"2006"	"2006"	"30-34 years"	"30-34"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"30-34 years"	"30-34"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2006"	"2006"	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2006"	"2006"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	46
	"New Mexico"	"35"	"2006"	"2006"	"30-34 years"	"30-34"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"35-39 years"	"35-39"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2006"	"2006"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	91
	"New Mexico"	"35"	"2006"	"2006"	"35-39 years"	"35-39"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2006"	"2006"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	53
	"New Mexico"	"35"	"2006"	"2006"	"35-39 years"	"35-39"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	16
	"New Mexico"	"35"	"2006"	"2006"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	176
	"New Mexico"	"35"	"2006"	"2006"	"40-44 years"	"40-44"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	91
	"New Mexico"	"35"	"2006"	"2006"	"40-44 years"	"40-44"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	24
	"New Mexico"	"35"	"2006"	"2006"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	301
	"New Mexico"	"35"	"2006"	"2006"	"45-49 years"	"45-49"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	157
	"New Mexico"	"35"	"2006"	"2006"	"45-49 years"	"45-49"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	21
	"New Mexico"	"35"	"2006"	"2006"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	345
	"New Mexico"	"35"	"2006"	"2006"	"50-54 years"	"50-54"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	292
	"New Mexico"	"35"	"2006"	"2006"	"50-54 years"	"50-54"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	25
	"New Mexico"	"35"	"2006"	"2006"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	463
	"New Mexico"	"35"	"2006"	"2006"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	27
	"New Mexico"	"35"	"2006"	"2006"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	489
	"New Mexico"	"35"	"2006"	"2006"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	23
	"New Mexico"	"35"	"2006"	"2006"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	450
	"New Mexico"	"35"	"2006"	"2006"	"60-64 years "	"60-64"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	18
	"New Mexico"	"35"	"2006"	"2006"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	609
	"New Mexico"	"35"	"2006"	"2006"	"60-64 years "	"60-64"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	21
	"New Mexico"	"35"	"2006"	"2006"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	421
	"New Mexico"	"35"	"2006"	"2006"	"65-69 years"	"65-69"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	16
	"New Mexico"	"35"	"2006"	"2006"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	656
	"New Mexico"	"35"	"2006"	"2006"	"65-69 years"	"65-69"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	21
	"New Mexico"	"35"	"2006"	"2006"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	415
	"New Mexico"	"35"	"2006"	"2006"	"70-74 years"	"70-74"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	24
	"New Mexico"	"35"	"2006"	"2006"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	671
	"New Mexico"	"35"	"2006"	"2006"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	425
	"New Mexico"	"35"	"2006"	"2006"	"75-79 years"	"75-79"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	539
	"New Mexico"	"35"	"2006"	"2006"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	17
	"New Mexico"	"35"	"2006"	"2006"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	340
	"New Mexico"	"35"	"2006"	"2006"	"80-84 years"	"80-84"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2006"	"2006"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	382
	"New Mexico"	"35"	"2006"	"2006"	"80-84 years"	"80-84"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	16
	"New Mexico"	"35"	"2006"	"2006"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	259
	"New Mexico"	"35"	"2006"	"2006"	"85+ years"	"85+"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2006"	"2006"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	242
	"New Mexico"	"35"	"2006"	"2006"	"85+ years"	"85+"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"< 1 year"	"1"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2007"	"2007"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2007"	"2007"	"< 1 year"	"1"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"< 1 year"	"1"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2007"	"2007"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2007"	"2007"	"< 1 year"	"1"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"1-4 years"	"1-4"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2007"	"2007"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2007"	"2007"	"1-4 years"	"1-4"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"1-4 years"	"1-4"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"New Mexico"	"35"	"2007"	"2007"	"1-4 years"	"1-4"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2007"	"2007"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2007"	"2007"	"1-4 years"	"1-4"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2007"	"2007"	"5-9 years"	"5-9"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2007"	"2007"	"5-9 years"	"5-9"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2007"	"2007"	"5-9 years"	"5-9"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2007"	"2007"	"5-9 years"	"5-9"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2007"	"2007"	"10-14 years"	"10-14"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2007"	"2007"	"10-14 years"	"10-14"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2007"	"2007"	"10-14 years"	"10-14"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2007"	"2007"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2007"	"2007"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	18
	"New Mexico"	"35"	"2007"	"2007"	"15-19 years"	"15-19"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2007"	"2007"	"15-19 years"	"15-19"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2007"	"2007"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2007"	"2007"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	25
	"New Mexico"	"35"	"2007"	"2007"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2007"	"2007"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2007"	"2007"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	22
	"New Mexico"	"35"	"2007"	"2007"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2007"	"2007"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	40
	"New Mexico"	"35"	"2007"	"2007"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2007"	"2007"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	35
	"New Mexico"	"35"	"2007"	"2007"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2007"	"2007"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	53
	"New Mexico"	"35"	"2007"	"2007"	"30-34 years"	"30-34"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2007"	"2007"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	37
	"New Mexico"	"35"	"2007"	"2007"	"30-34 years"	"30-34"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	113
	"New Mexico"	"35"	"2007"	"2007"	"35-39 years"	"35-39"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	58
	"New Mexico"	"35"	"2007"	"2007"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	149
	"New Mexico"	"35"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	61
	"New Mexico"	"35"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	19
	"New Mexico"	"35"	"2007"	"2007"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	292
	"New Mexico"	"35"	"2007"	"2007"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	142
	"New Mexico"	"35"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	24
	"New Mexico"	"35"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	365
	"New Mexico"	"35"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	19
	"New Mexico"	"35"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	303
	"New Mexico"	"35"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	20
	"New Mexico"	"35"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	439
	"New Mexico"	"35"	"2007"	"2007"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	479
	"New Mexico"	"35"	"2007"	"2007"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	29
	"New Mexico"	"35"	"2007"	"2007"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	495
	"New Mexico"	"35"	"2007"	"2007"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	22
	"New Mexico"	"35"	"2007"	"2007"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	615
	"New Mexico"	"35"	"2007"	"2007"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	20
	"New Mexico"	"35"	"2007"	"2007"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	463
	"New Mexico"	"35"	"2007"	"2007"	"65-69 years"	"65-69"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"65-69 years"	"65-69"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	29
	"New Mexico"	"35"	"2007"	"2007"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	746
	"New Mexico"	"35"	"2007"	"2007"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	16
	"New Mexico"	"35"	"2007"	"2007"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	432
	"New Mexico"	"35"	"2007"	"2007"	"70-74 years"	"70-74"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	33
	"New Mexico"	"35"	"2007"	"2007"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	643
	"New Mexico"	"35"	"2007"	"2007"	"70-74 years"	"70-74"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	383
	"New Mexico"	"35"	"2007"	"2007"	"75-79 years"	"75-79"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	18
	"New Mexico"	"35"	"2007"	"2007"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	595
	"New Mexico"	"35"	"2007"	"2007"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	348
	"New Mexico"	"35"	"2007"	"2007"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	386
	"New Mexico"	"35"	"2007"	"2007"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	318
	"New Mexico"	"35"	"2007"	"2007"	"85+ years"	"85+"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2007"	"2007"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	273
	"New Mexico"	"35"	"2007"	"2007"	"85+ years"	"85+"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2008"	"2008"	"< 1 year"	"1"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"New Mexico"	"35"	"2008"	"2008"	"< 1 year"	"1"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2008"	"2008"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2008"	"2008"	"< 1 year"	"1"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2008"	"2008"	"< 1 year"	"1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"New Mexico"	"35"	"2008"	"2008"	"< 1 year"	"1"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2008"	"2008"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2008"	"2008"	"< 1 year"	"1"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2008"	"2008"	"1-4 years"	"1-4"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2008"	"2008"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2008"	"2008"	"1-4 years"	"1-4"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2008"	"2008"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2008"	"2008"	"1-4 years"	"1-4"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2008"	"2008"	"5-9 years"	"5-9"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2008"	"2008"	"5-9 years"	"5-9"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2008"	"2008"	"5-9 years"	"5-9"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2008"	"2008"	"5-9 years"	"5-9"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"New Mexico"	"35"	"2008"	"2008"	"5-9 years"	"5-9"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2008"	"2008"	"5-9 years"	"5-9"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2008"	"2008"	"5-9 years"	"5-9"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2008"	"2008"	"10-14 years"	"10-14"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2008"	"2008"	"10-14 years"	"10-14"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2008"	"2008"	"10-14 years"	"10-14"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2008"	"2008"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2008"	"2008"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2008"	"2008"	"10-14 years"	"10-14"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2008"	"2008"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2008"	"2008"	"15-19 years"	"15-19"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2008"	"2008"	"15-19 years"	"15-19"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"New Mexico"	"35"	"2008"	"2008"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2008"	"2008"	"15-19 years"	"15-19"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2008"	"2008"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2008"	"2008"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	22
	"New Mexico"	"35"	"2008"	"2008"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2008"	"2008"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"New Mexico"	"35"	"2008"	"2008"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	17
	"New Mexico"	"35"	"2008"	"2008"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2008"	"2008"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2008"	"2008"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	44
	"New Mexico"	"35"	"2008"	"2008"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"New Mexico"	"35"	"2008"	"2008"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2008"	"2008"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	25
	"New Mexico"	"35"	"2008"	"2008"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2008"	"2008"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	59
	"New Mexico"	"35"	"2008"	"2008"	"30-34 years"	"30-34"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2008"	"2008"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	36
	"New Mexico"	"35"	"2008"	"2008"	"35-39 years"	"35-39"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"New Mexico"	"35"	"2008"	"2008"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	97
